course_code,course_name,professor,year,term,n_respondents,Course_Rating,Instructor_Rating,Rigor,Readings,Syllabus,Diverse Perspectives,Discussions,Assignments,Workload,Insights,Time Management,Discussion Diversity,Feedback,Availability,Respect,This course would benefit from more (or less) emphasis on issues of diverse perspectives.,This course would benefit from more (or less) emphasis on international perspectives.,The instructor effectively manages class discussion.,Class lectures clarified the subject material.,Materials Diversity,Sessions,gender
DPI-801,The Arts of Communication,"Danziger, Marie",2015,Fall,24,4.63,4.58,4.25,4.38,4.71,,4.21,4.83,3.33,4.46,4.29,4.54,4.83,4.79,4.88,3.35,3.46,4.33,4.42,,,F
DPI-801,The Arts of Communication,"Danziger, Marie",2014,Fall,33,4.55,4.36,3.97,4.21,4.84,,4.3,4.88,3.27,4.24,4.33,4.18,4.82,4.76,4.48,3.42,3.39,4.45,4.09,,,F
DPI-801,The Arts of Communication,"Danziger, Marie",2013,Fall,35,4.26,4.31,3.94,4.38,4.46,,4.09,4.6,3.06,4.26,4.23,4.17,4.43,4.63,4.34,3.51,3.77,4.2,4.11,,,F
DPI-801,The Arts of Communication,"Danziger, Marie",2012,Fall,36,4.6,4.6,4.29,4.49,4.83,,4.37,4.83,3.37,4.63,4.26,4.71,4.74,4.8,4.69,3.23,3.29,4.43,4.43,,,F
MLD-717,The Arts of Communication,"Danziger, Marie",2011,Fall,32,4.35,4.39,3.93,4.47,4.66,,4.23,4.79,2.97,4.4,4.27,4.4,4.57,4.77,4.6,3.37,3.5,4.37,4.2,,,F
PAL-117,The Arts of Communication,"Danziger, Marie",2007,Fall,44,3.95,3.98,3.57,3.89,4.47,,3.76,4.5,3.23,3.98,3.93,3.98,4.39,4.59,3.98,3.48,3.48,4.02,3.64,,,F
PAL-117,The Arts of Communication,"Danziger, Marie",2008,Spring,33,4.11,4.11,3.76,3.84,4.62,,3.86,4.54,3.24,4.22,3.89,3.89,4.41,4.49,4.05,3.3,3.51,4.11,3.76,,,F
MLD-717,The Arts of Communication,"Danziger, Marie",2010,Fall,34,4.5,4.35,3.94,4.18,4.59,,4.18,4.74,3.32,4.18,4.06,4.47,4.76,4.88,4.47,3.41,3.32,4.21,4.15,,,F
MLD-717,The Arts of Communication,"Danziger, Marie",2011,Spring,39,4.33,4.31,4.08,4.21,4.68,,4.31,4.72,3.54,4.23,4.38,4.23,4.46,4.54,4.23,3.36,3.39,4.36,4.28,,,F
MLD-717,The Arts of Communication,"Danziger, Marie",2009,Fall,38,4.45,4.53,3.97,4.08,4.66,,4.39,4.79,3.26,4.42,4.5,4.5,4.84,4.79,4.68,3.46,3.44,4.45,4.32,,,F
MLD-717,The Arts of Communication,"Danziger, Marie",2010,Spring,30,4.33,4.43,3.97,4.17,4.7,,4.13,4.73,3.53,4.33,4.27,4,4.67,4.57,4.2,3.27,3.4,4.27,4.07,,,F
PAL-117,The Arts of Communication,"Danziger, Marie",2008,Fall,34,4.15,4.21,3.73,4.26,4.3,,3.97,4.64,3.24,4.09,4.35,4.21,4.45,4.68,4.35,3.58,3.64,4.24,4,,,F
PPP-332M,New Media and Contemporary American Politics,"Darr, Carol",2007,Fall,18,3.59,3.72,3.11,3.88,4.28,,3.72,3.72,2.47,4,3.67,4.39,3.83,4.44,4.78,3.35,3.29,3.94,3.94,,,F
DPI-325,Urban Politics Field Lab: Political Representation and Accountability,"de Benedictis-Kessner, Justin",2021,Fall,16,3.13,3.94,3.19,3.69,3.63,3.56,3.31,3.38,3.06,3.88,3.44,3.94,3.94,4.63,4.81,3.63,3.25,3.94,3.5,,,M
DPI-200,Politics and Ethics in Unstable Times,"de Benedictis-Kessner, Justin",2022,Spring,13,3.08,4,3.54,3.23,3.92,4.15,3.62,3.23,3.31,4.38,4.46,4.46,4,4.92,5,3.38,3.38,4.23,3.92,,,M
DPI-200,Politics and Ethics in Unstable Times,"de Benedictis-Kessner, Justin",2022,Spring,13,3.46,4.23,3.38,3.92,3.54,4.46,4.15,3.38,3.08,4.31,4.31,4.62,4.08,4.92,4.85,3.15,3.08,4.17,4.15,,,M
MLD-621,Innovation Field Lab: Public Problem Solving in Massachusetts,"de Jong, Jorrit",2019,Spring,18,3.94,4.17,3.67,3.83,4.28,4,3.83,4.39,4.22,4.06,3.78,4.41,4.17,4.71,4.89,3.67,3.39,4.39,3.89,,,M
MLD-621,Innovation Field Lab: Public Problem Solving in Massachusetts,"de Jong, Jorrit",2018,Spring,22,4.19,4.41,4,3.95,4.73,4.1,4.18,4.5,4.09,4.41,3.82,4.32,4.5,4.86,4.86,3.45,3.18,4.36,4.14,,,M
MLD-621,Innovation Field Lab: Public Problem Solving in Massachusetts,"de Jong, Jorrit",2017,Spring,22,3.95,4.05,4.09,3.82,4.41,3.77,3.91,4.55,4.36,4.41,3.68,4.32,4.14,4.86,4.95,3.57,3.27,4.32,4.14,,,M
MLD-621,Innovation Field Lab: Public Problem Solving in Massachusetts,"de Jong, Jorrit",2016,Spring,20,4.45,4.45,4.15,4.3,4.45,,4.5,4.45,3.9,4.7,4.45,4.55,4,4.65,4.85,3.4,3.25,4.7,4.55,,,M
MLD-621M,Innovation Field Lab:  Public Problem Solving in Three,"de Jong, Jorrit",2015,Spring,22,4.17,4.11,4.06,4.06,4.28,,3.94,4.33,4.17,4.28,4.22,4.41,4.39,4.56,4.61,3.61,3.39,4.22,4.28,,,M
MLD-101,"Management, Leadership, and Decision Making","de Jong, Jorrit",2014,Fall,52,2.5,4.38,2.63,2.77,3.31,,3.14,3.08,2.88,4.02,3.65,4.48,4.15,4.79,4.87,3.62,3.79,3.92,3.17,,,M
API-109,Advanced Microeconomic Analysis I,"Deb, Rahul",2020,Fall,43,3.26,3.81,4.28,2.81,4.21,3.77,3.33,3.88,3.37,3.98,3.14,4.4,3.77,4.47,4.81,3.23,3.26,3.63,3.33,,,M
API-111,Microeconomic Theory I,"Deb, Rahul",2020,Fall,15,3.53,3.86,4.53,3.4,4.33,3.13,3.87,3.73,4,4.2,3.4,4.33,4.07,4.47,4.47,3.27,3.27,4.13,4.13,,,M
API-141,Finance,"Deep, Akash",2019,Fall,77,4.29,4.47,4.66,3.81,4.42,3.8,4.16,4.26,3.97,4.71,4.53,4.47,4.18,4.31,4.7,3.33,3.28,4.43,4.18,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2018,Fall,61,4.41,4.59,4.82,4.07,4.69,3.86,4.28,4.47,4.2,4.69,4.48,4.59,4.07,4.44,4.88,3.21,3.12,4.38,4.25,,,M
API-141,Finance,"Deep, Akash",2018,Fall,95,4.46,4.66,4.71,4.06,4.69,3.76,4.38,4.56,3.72,4.69,4.65,4.65,4.46,4.4,4.78,3.26,3.43,4.59,4.56,,,M
API-141,Finance,"Deep, Akash",2017,Fall,61,4.38,4.67,4.48,4.1,4.62,3.97,4.3,4.47,3.82,4.6,4.7,4.47,4.18,4.1,4.78,3.38,3.43,4.51,4.52,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2017,Fall,40,4.63,4.62,4.78,4.4,4.53,4.15,4.33,4.3,4.11,4.65,4.55,4.55,4.2,4.48,4.93,3.23,3.15,4.45,4.45,,,M
API-141,Finance,"Deep, Akash",2016,Fall,78,4.18,4.27,4.56,3.78,4.32,3.45,3.87,4.46,3.86,4.37,4.42,4.25,4.04,4.14,4.79,3.16,3.29,4.04,4.22,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2016,Fall,32,4.31,4.58,4.77,3.97,4.34,3.84,4.34,4.28,4.34,4.59,4.56,4.44,4.06,4.25,4.72,3.32,3.44,4.47,4.16,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2021,Fall,41,4.24,4.44,4.51,4.02,4.48,3.88,3.98,4.28,4.02,4.59,4.27,4.59,4.35,4.73,4.83,3.41,3.33,4.29,4.02,,,M
API-141,Finance,"Deep, Akash",2021,Fall,56,4.29,4.48,4.8,3.77,4.52,4.24,4.23,4.31,4.13,4.56,4.55,4.65,4.31,4.53,4.85,3.29,3.29,4.38,4.3,,,M
API-141,Finance,"Deep, Akash",2020,Fall,56,4.45,4.65,4.73,3.95,4.65,3.95,4.39,4.59,3.71,4.57,4.39,4.45,4.46,4.58,4.84,3.2,3.21,4.45,4.38,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2019,Fall,57,4.46,4.65,4.72,4.39,4.63,3.71,4.28,4.51,4.23,4.63,4.63,4.42,4.14,4.6,4.86,3.47,3.33,4.46,4.23,,,M
API-141,Finance,"Deep, Akash",2015,Fall,74,4.38,4.57,4.59,3.76,4.4,,4.01,4.32,3.99,4.57,4.59,4.54,4.19,4.36,4.86,3.16,3.31,4.56,4.27,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2014,Fall,60,4.3,4.44,4.6,3.96,4.52,,4.09,3.98,4.39,4.46,4.35,4.48,3.96,4.13,4.77,2.95,3.21,4.18,4.05,,,M
API-141,Finance,"Deep, Akash",2014,Fall,108,4.35,4.65,4.61,3.96,4.57,,3.99,4.31,3.76,4.56,4.47,4.45,4.05,4.1,4.83,3.19,3.39,4.52,4.32,,,M
API-141,Finance,"Deep, Akash",2013,Fall,99,4.18,4.42,4.54,3.64,4.34,,4.07,4.16,3.72,4.55,4.55,4.34,4.03,4.27,4.73,2.99,3.33,4.35,4.32,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2013,Fall,48,3.98,4.27,4.39,4.1,4.13,,3.98,3.95,4.37,4.46,4.48,4.24,3.85,4.28,4.73,3.05,3.25,4.1,4.07,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2012,Fall,32,4.38,4.53,4.63,4.28,4.59,,4.28,4.22,4.44,4.56,4.53,4.44,4.28,4.31,4.78,2.94,3.19,4.59,4.38,,,M
API-141,Finance,"Deep, Akash",2012,Fall,82,4.12,4.42,4.54,3.57,4.39,,3.96,4.27,3.92,4.47,4.61,4.42,4.08,4.37,4.86,3.14,3.29,4.41,4.24,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2011,Fall,39,4.35,4.56,4.68,3.86,4.43,,4.05,4.41,4.3,4.51,4.57,4.51,4.03,4.46,4.78,3.05,3.22,4.41,4.32,,,M
API-141,Finance,"Deep, Akash",2011,Fall,90,4.34,4.6,4.58,3.66,4.3,,4.06,4.22,3.83,4.52,4.49,4.49,4.02,4.27,4.8,3.02,3.47,4.33,4.35,,,M
API-141,Finance,"Deep, Akash",2007,Fall,83,4.1,4.38,4.45,3.56,4.3,,3.81,4.28,3.94,4.41,4.19,4.11,3.93,4.14,4.78,3.17,3.32,4.14,4.33,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2007,Fall,44,4.16,4.36,4.27,4.18,4.16,,3.75,3.73,3.68,4.3,4.07,4.16,3.88,4,4.64,3.12,3.32,3.84,4.07,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2010,Fall,32,4.28,4.43,4.75,3.91,4.45,,4.25,4.39,4.41,4.38,4.44,4.53,3.97,4.38,4.81,3.22,3.25,4.41,4.13,,,M
API-141,Finance,"Deep, Akash",2010,Fall,45,4.11,4.33,4.38,3.41,4.34,,3.78,4.22,3.98,4.24,4.42,4.31,4,4.36,4.82,3.11,3.33,4.11,4.18,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2009,Fall,26,4.38,4.54,4.69,4.04,4.46,,4.04,4.42,4.23,4.54,4.46,4.5,4.27,4.38,4.73,3.2,3.23,4.23,4.31,,,M
API-141,Finance,"Deep, Akash",2009,Fall,58,4.11,4.32,4.35,3.64,4.33,,3.7,4.41,3.74,4.23,4.33,4.23,4.11,4.26,4.72,3.32,3.48,4.02,4.25,,,M
API-141,Finance,"Deep, Akash",2008,Fall,85,4.05,4.21,4.49,3.48,4.29,,3.75,4.01,3.77,4.33,4.15,4.16,3.86,4.03,4.63,3.08,3.3,3.99,4.14,,,M
API-148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2008,Fall,29,4.07,4.38,4.24,4.03,4.21,,4.03,4,3.86,4.46,3.66,4.38,4.14,4.41,4.86,3.32,3.28,3.93,3.97,,,M
API 148,Advanced Risk Management and Infrastructure Finance,"Deep, Akash",2022,Fall,30,4.47,4.6,4.74,4.44,4.67,4.41,4.44,4.37,4.11,4.74,4.54,4.67,4.51,4.74,4.87,,,,,4.54,4.54,M
API 141,Finance,"Deep, Akash",2022,Fall,72,4.23,4.43,4.59,3.74,4.54,3.8,4.14,4.34,3.98,4.51,4.41,4.38,4.32,4.57,4.77,,,,,4.05,4.37,M
SUP 625,"Land Loss, Reclamation, and Stewardship in Contemporary Native America","Deloria, Philip",2023,Spring,5,4.8,5,4.6,4.6,4.8,4.8,4.8,4.8,3.41,5,5,5,5,4.6,5,,,,,4.8,4.8,M
SUP-206,The Causes and Consequences of Inequality,"Deming, David",2019,Fall,96,4,4.38,4.24,4.33,4.36,3.95,3.57,3.86,3.37,4.45,3.84,4.39,3.89,3.94,4.72,3.67,3.71,3.54,4.39,,,M
SUP-206,The Causes and Consequences of Inequality,"Deming, David",2018,Spring,51,4.7,4.84,4.67,4.7,4.76,4.24,4.39,4.59,3.6,4.76,4.45,4.47,3.94,4.47,4.9,3.76,3.73,3.84,4.78,,,M
SUP-206,The Causes and Consequences of Inequality,"Deming, David",2017,Spring,20,4.7,4.7,4.8,4.74,4.55,3.95,4.35,4.35,4.05,4.75,4.1,4.45,4.25,4.42,4.89,3.4,3.4,4.25,4.85,,,M
API-201,Quantitative Analysis and Empirical Methods,"Deming, David",2020,Fall,41,3.37,3.56,4.2,3.05,4.1,3.4,3.27,3.59,4.48,3.61,3.63,4.15,3.85,4.39,4.78,3.48,3.45,3.68,3.44,,,M
API-208,Program Evaluation:Estimating Program Effectiveness with Empirical,"Diamond, Alexis",2013,Spring,22,2.84,2.74,3.89,3.35,3.28,,2.83,3.71,3.28,3.33,3.17,3.47,3.11,3.35,4.5,3.12,3.18,3.28,3,,,F
IGA-525M,Energy Innovation Policy,"Diaz Anadon, Laura",2013,Spring,6,4.5,4.5,4.5,4.25,4.75,,4.75,4.75,4,4.5,4.75,4.75,4.75,4.5,4.75,3.5,3.5,4.75,4.5,,,F
IGA-525M,Energy Innovation Policy,"Diaz Anadon, Laura",2011,Fall,13,3.69,3.46,4.15,3.69,4.08,,3.62,4.08,3.54,3.62,3.62,3.85,3.77,4,4.23,2.77,3,3.33,4.08,,,F
DPI-227,"Religion, Values, and the Future of Democracy","Dionne, E.J.",2019,Fall,9,4,4.11,3.78,4.33,4.11,3.78,3.89,3.89,3.25,4,3.78,4,3.44,4.22,4.5,3.56,3.67,3.44,3.89,,,M
DPI-227,Religion in America’s Political Conscience and at the Ballot Box,"Dionne, E.J.",2018,Fall,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,3,4.67,5,,,M
DPI-227,Religion in America’s Political Conscience and at the Ballot Box,"Dionne, E.J.",2017,Fall,6,4.5,4.5,4.5,4.67,4.67,4.17,4.67,4.67,3.33,4.67,4.5,4.67,4.33,4.33,5,3.67,3.17,4.17,4.5,,,M
DPI-227,"Religion, Values, and the Future of Democracy","Dionne, E.J.",2021,Fall,17,4.35,4.53,4.24,4.47,4.53,4.29,4.35,4.29,3.18,4.59,4.12,4.71,3.82,4.53,4.88,3.71,3.65,4.12,4.41,,,M
DPI-227,"Religion, Values, and the Future of Democracy","Dionne, E.J.",2020,Fall,7,4.86,4.86,4.71,4.86,5,4.57,5,4.86,3.29,4.71,4.57,4.86,4.14,4.43,5,4,3.86,4.71,4.86,,,M
PED-250Y,Second-Year Policy Analysis Seminar,"Diwan, Ishac",2014,Spring,17,2.94,3.24,3.18,2.93,3.94,,3.12,3.71,3.65,3.29,3.06,3.94,3.35,4.35,4.35,3.18,3.18,2.94,2.94,,,M
PED-250Y,Second-Year Policy Analysis Seminar,"Diwan, Ishac",2013,Spring,17,2.53,2.65,2.71,2.41,3.53,,2.94,2.94,3.18,3,3.18,3.35,2.94,3.88,3.8,3.18,3.38,2.94,2.59,,,M
PED-250Y,Second-Year Policy Analysis Seminar,"Diwan, Ishac",2012,Spring,9,2.78,3.22,3.11,3,3.11,,3.11,3.11,3.44,3.78,3.44,3.44,4,4.11,3.89,3.44,3.38,3.22,3,,,M
PED-313,The Politics of Development Policy,"Djankov, Simeon",2013,Fall,21,2.63,2.84,2.79,3.84,3.06,,2.79,3.26,2.21,3.26,2.79,3.37,2.95,2.68,3.89,2.95,2.95,2.74,2.68,,,M
API-115,Econometric Methods for Applied Research II,"Dobbie, Will",2021,Spring,10,4.6,4.6,4.6,4.7,4.8,4.4,4.4,4.6,3.3,4.2,4.6,4.6,4.6,4.6,4.9,3.5,3.11,4.6,4.6,,,M
API-210,Advanced Quantitative Methods II: Econometric Methods,"Dobbie, Will",2021,Spring,41,3.83,3.88,4.39,3.98,4.54,3.95,4,4.07,3.78,4.05,4.22,4.39,4.02,3.93,4.73,3.54,3.54,4.12,4.24,,,M
API 210,Advanced Quantitative Methods II Econometric Methods,"Dobbie, Will",2023,Spring,62,2.78,2.99,3.96,3.31,3.91,3.3,3.36,3.44,3.59,3.66,3.73,3.86,3.48,3.86,4.25,,,,,2.97,3.28,M
BGP-210M,Competition Policy in the New Economy,"Dogan, Pinar",2020,Spring,12,4.67,4.92,4.83,4.92,5,4.5,4.75,4.75,3.58,4.92,4.83,4.92,5,5,5,3.18,3.5,4.75,4.92,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2018,Fall,56,3.54,3.8,3.68,2.68,4.25,3.33,3.2,4.29,3.2,3.66,3.34,4.16,3.8,4.89,4.91,3.54,3.66,3.45,3.45,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2019,Spring,18,4.61,4.89,4.61,3.61,4.82,4.12,4.61,4.56,3.56,4.78,4.72,4.83,4.78,4.83,4.88,3.11,3.11,4.83,4.78,,,F
BGP-210M,Competition Policy in the New Economy,"Dogan, Pinar",2019,Spring,14,4.79,4.79,4.71,4.86,4.93,4.21,4.57,4.79,3.57,4.93,4.5,4.79,4.86,4.86,4.93,3,3.5,4.54,4.57,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2017,Fall,53,4.04,4.65,4.12,2.96,4.48,3.21,3.68,4.29,2.94,4.3,4.32,4.55,4.47,4.92,4.98,3.62,3.57,4.36,4.21,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2017,Fall,19,4.21,4.5,4.32,3.21,4.67,4.33,4.39,4.74,3.37,4.53,4.32,4.74,4.37,4.63,4.89,3.16,3.16,4.21,4.47,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2016,Fall,46,3.93,4.46,4.11,2.61,4.41,3.16,4.18,4.3,3.22,4.15,4.24,4.22,4.29,4.93,4.96,3.16,3.34,4.44,4.15,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2017,Spring,33,4.33,4.58,4.3,3.67,4.63,3.91,3.97,4.58,3.55,4.33,4.48,4.58,4.42,4.61,4.66,3.36,3.36,4.33,4.27,,,F
API-101,"Resources, Incentives, and Choices I:   Markets and Market Failures","Dogan, Pinar",2021,Fall,62,4.37,4.82,4.58,3.38,4.71,3.9,4.18,4.51,3.48,4.62,4.66,4.59,4.72,4.9,4.92,3.52,3.59,4.61,4.46,,,F
API-101,"Resources, Incentives, and Choices I:   Markets and Market Failures","Dogan, Pinar",2020,Fall,35,4.31,4.69,4.43,3.77,4.74,4.03,4.48,4.79,3.23,4.74,4.57,4.68,4.8,4.91,5,3.69,3.6,4.66,4.49,,,F
API-101,"Resources, Incentives, and Choices I:   Markets and Market Failures","Dogan, Pinar",2020,Fall,36,4.67,4.94,4.72,4.11,4.83,4.37,4.75,4.83,3.14,4.74,4.63,4.94,4.83,4.89,4.97,3.4,3.26,4.71,4.83,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2021,Spring,16,4.56,4.88,4.88,3.81,4.6,4.31,4.75,4.69,3.81,4.81,4.75,4.69,4.94,4.88,4.94,3.38,3.31,4.88,4.88,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2019,Fall,44,4.36,4.84,4.52,3.44,4.73,3.51,4.39,4.47,3.3,4.64,4.77,4.68,4.6,4.93,4.98,3.59,3.5,4.66,4.5,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2016,Spring,28,3.85,4.18,4.21,3.64,4.32,,3.86,4.32,3.43,4.25,4.07,4.39,4.29,4.68,4.86,3,3.04,4.14,4.07,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2015,Fall,45,3.86,4.42,4.24,3.21,4.4,,3.73,4.2,3.4,4.27,4.4,4.53,4.22,4.8,4.93,3.11,3.3,4.31,4.05,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2012,Fall,34,3.65,3.88,4.09,2.58,4.16,,3.26,3.94,3.65,3.91,4.09,4.38,3.85,4.45,4.79,3.06,3.28,4.18,3.62,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2012,Fall,46,3.47,3.91,3.96,2.3,4.09,,3.4,3.91,3.4,3.93,4.09,3.96,3.53,4.31,4.71,3.29,3.4,3.91,3.71,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2013,Spring,53,3.56,3.77,3.98,3.27,4.21,,3.6,4.13,3.5,4.1,3.94,3.98,3.98,4.33,4.6,3.19,3.13,3.7,3.92,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2011,Fall,28,3.93,4.56,4.16,2.73,4.15,,3.56,3.89,3.67,4.3,4.63,4.44,4.48,4.7,4.85,3.46,3.56,4.33,4.19,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2012,Spring,21,4.05,4.37,4,3.63,4.47,,4.11,4.42,3.11,4.26,4.26,4.47,4.32,4.58,4.78,2.89,3,4.37,4.32,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2011,Fall,37,3.94,4.5,4.14,3.33,4.35,,3.85,4.06,3.8,4.31,4.46,4.15,4.24,4.43,4.74,3.21,3.32,4.49,4.17,,,F
API-303,"Game Theory, Strategic Decisions, and Negotiations","Dogan, Pinar",2008,Spring,23,3.75,4.17,4.25,3.75,4.29,,4.04,4.33,3.42,4.17,4.08,4.36,4.13,4.48,4.78,3.36,3.32,4.25,4.25,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2011,Spring,21,2.95,3,3.29,2.76,3.76,,2.67,3.86,3.05,3.1,3.05,3.52,3.1,4,4.14,3.15,3.1,2.76,3.38,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2010,Fall,44,3.64,4.25,3.89,2.65,4.32,,3.11,3.84,3.59,3.91,4.2,4.02,3.89,4.67,4.93,3.3,3.37,3.95,3.89,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2010,Spring,21,4,4.15,4.3,3.5,4.45,,3.65,4.4,3.7,4.25,4.3,4.2,3.85,4.45,4.3,3.24,3.35,4.15,4.05,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2009,Fall,25,3.6,4.12,4.08,2.88,4.25,,3.52,4.28,3.52,4.17,4.48,4.3,4.16,4.72,4.96,3.08,3.25,4.21,3.88,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2009,Fall,47,3.59,4.04,3.93,3.02,4.2,,3.39,4.15,3.46,3.91,4.24,4.11,3.62,4.59,4.76,3.3,3.37,3.93,4.04,,,F
API-303,Game Theory and Strategic Decisions,"Dogan, Pinar",2009,Spring,42,3.83,3.93,3.8,3.48,4.13,,3.58,4.26,3.46,3.85,3.9,4.08,3.88,4.56,4.48,3.24,3.34,3.78,4.05,,,F
API-101,Markets and Market Failure,"Dogan, Pinar",2008,Fall,43,3.63,4.17,3.95,2.64,4.14,,2.95,4.16,3.65,3.81,4.47,3.81,3.71,4.3,4.65,3.37,3.6,3.84,3.7,,,F
API 101 D,"Resources, Incentives, and Choices I Markets and Market Failures","Dogan, Pinar",2022,Fall,46,3.87,4.57,4.16,3.51,4.64,3.2,3.96,4.37,3.68,4.48,4.61,4.24,4.48,4.79,4.85,,,,,3.74,3.96,F
API 303,Game Theory and Strategic Decisions,"Dogan, Pinar",2023,Spring,36,4.62,4.84,4.76,4.08,4.89,4.12,4.78,4.73,3.64,4.75,4.84,4.7,4.87,4.98,4.95,,,,,4.67,4.73,F
API-500M,Spring Policy Exercise,"Donahue, John",2019,Spring,58,3.55,4.19,3.67,4.07,4.21,4.02,3.86,3.98,3.75,3.97,4.03,4.57,4.17,4.64,4.75,3.29,3.24,4.26,4,,,M
API-500M,Spring Policy Exercise,"Donahue, John",2018,Spring,51,3.1,3.96,3.25,3.62,3.73,3.58,3.6,3.8,2.96,3.78,4.06,4.38,4.18,4.59,4.81,3.45,3.59,4.08,3.66,,,M
API-500M,Spring Policy Exercise,"Donahue, John",2017,Spring,44,3.82,4.41,3.61,4.34,4.32,4.11,4.05,4.37,3.28,4.16,4.32,4.52,4.16,4.75,4.91,3.25,3.23,4.34,4.27,,,M
API-501,Policy Design and Delivery,"Donahue, John",2020,Fall,48,4.36,4.51,4.48,4.25,4.72,4.13,4.46,4.79,3.04,4.44,4.58,4.54,4.63,4.85,4.9,3.71,3.52,4.55,4.31,,,M
API-505M,Fundamentals of Policy Analysis and Decision Making,"Donahue, John",2016,Spring,35,3.4,3.88,3.34,3.66,4.09,,3.51,3.89,2.89,3.94,3.71,4.31,4.17,4.63,4.89,3.14,3.32,3.68,3.83,,,M
STM-101,The Strategic Management of Public Organizations,"Donahue, John",2008,Spring,39,3.29,4.23,2.98,4.1,4.08,,3.68,3.78,2.59,4.15,4.1,4.54,4.27,4.54,4.83,3.54,3.59,4.05,3.68,,,M
BGP-257M,"Procurement, Privatization, and Partnerships","Donahue, John",2010,Fall,5,4.6,4.6,4.4,4.4,4,,4.4,4.6,2.8,4.6,4.6,4.6,4.2,4.4,4.6,3.25,3.25,4.6,4.6,,,M
MLD-101,"Strategy, Structure, and Leadership in Public Service Organizations","Donahue, John",2009,Fall,48,2.74,3.02,2.96,3.79,3.43,,3.02,3.32,2.66,3.13,2.94,4.11,3.47,4.13,4.64,3.52,3.64,2.85,2.93,,,M
BGP-257M,"Procurement, Privatization, and Partnerships","Donahue, John",2010,Spring,14,4,4.14,4.07,4.07,4.21,,4.36,4.29,3.5,4.29,4.14,4.07,4.21,4.29,4.64,3.31,3.69,4.07,4.14,,,M
STM-101,"Strategy, Structure, and Leadership in Public Service Organizations","Donahue, John",2008,Fall,45,3.87,4.24,3.76,4.33,4.07,,4.2,4.18,2.96,4.22,4.4,4.36,4.07,4.25,4.66,3.38,3.6,4.16,4.24,,,M
API 502 C,Policy Design and Delivery II,"Donahue, John",2023,Spring,42,2.55,3.48,2.91,3.36,4.17,3.65,2.84,3.38,2.74,3.7,3.26,4.12,3.86,4.48,4.74,,,,,3.87,2.62,M
DPI-622,Media Manipulation and Disinformation Campaigns,"Donovan, Joan",2019,Fall,22,4.55,4.95,4.82,4.45,4.82,4.59,4.68,4.59,3.33,4.86,4.68,4.86,4.82,4.82,4.95,3.55,3.59,4.68,4.68,,,F
DPI-622,Media Manipulation and Disinformation Campaigns,"Donovan, Joan",2021,Fall,22,4.09,4.45,4.09,4.32,4.64,4.5,4.32,4.32,3,4.59,4.18,4.59,4.09,4.27,4.73,3.32,3.5,4.36,4.23,,,F
DPI-622,Media Manipulation and Disinformation Campaigns,"Donovan, Joan",2020,Fall,21,4.38,4.62,4.57,4.43,4.48,4.38,4.29,4.67,3.1,4.71,3.95,4.71,4.62,4.52,4.86,3.43,3.57,3.86,4.24,,,F
